PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,Prediction
-7.7308840594756285,-0.16350354456159635,-1.5225591497941948,0.7113105503905649,1.0593414408848085,0.5898768656684545,0.08219290150691565,0.09700143980698027,-0.16582886259331842,0.43927439794043316,0
7.707793242496706,1.5303746665389673,5.381879408009272,-4.98449220800158,3.6997864053686853,1.3105641772690413,-3.632131793827674,-5.894549007277925,-1.4185823921927954,-1.1258527063944257,0
-7.331942506395588,-0.15404231434146576,-1.2660597451340605,0.556704310389957,1.0328558832056631,0.6705641078450703,-0.07384222421280416,0.3050403740977784,-0.5560492281803032,-0.04743974222046989,0
-0.7751756842658366,0.017826638745609576,5.999336373917124,-4.299582215074511,-1.8469946577595158,-0.2670403684868753,6.5207232568677,0.4736676786137551,0.5452547544589241,-0.4680151831607824,0
-0.8745161932423492,-0.14726463800952497,4.982917457189542,-3.236469451106618,-0.9209692320370946,0.2977805873542034,4.838366480668569,1.280847497603605,-0.8273825110869916,0.3460317162681937,0
0.2734777572115006,-0.0023197552966745475,-1.763917177929482,2.0014175429891576,-0.23737809993832534,1.3649997128611624,-0.7823315574341259,0.09285855816464274,-0.4997157230342547,-0.5910746745733517,1
-3.572656688418603,-0.3287905740530198,0.3618878696832586,-0.3309102954339176,-0.5243311498095248,-0.1062661407399124,1.3817434909212813,0.19319285629901783,-0.35353234645072734,1.0323043333081303,0
-4.578195475894975,-0.27789588380920544,-1.74471268671946,0.8931137217880548,0.10275254097252971,0.21736762358420583,-0.79907864455776,-0.361192592480553,0.6910730620862858,-0.21341505347976056,1
-5.051505738547711,0.18306307227008736,0.2975078927863695,-0.07024307901547254,-0.5274184234500996,0.7855847124952646,0.5042640349243263,0.700590385549594,-0.49598523885951773,0.744277831999219,0
-0.1843020485619894,-0.0031626508483153515,2.362025705795389,-0.7985803122709801,0.655200141472482,-0.8694981773821439,-0.7278591159269524,2.0097962728407945,-2.9469879741512313,2.2949525423796504,0
7.396972534431814,-2.1873923376867155,3.8472421980042673,-5.183929665307069,-1.4410259492957564,0.5277355430515532,1.0138334861252642,0.17579458589425992,-0.37649976448727884,-2.0722459993843017,0
18.396275589010145,-1.0206324570727607,8.360116408296706,-5.092339071787528,-8.641874603264993,-4.008046051389417,1.1094804821119806,2.288057080117984,-2.7925077107250944,-1.1102013670437754,0
8.686990283826809,-1.3958155326026584,3.2989542312560567,-2.5894386077983516,-5.607804442131047,-2.7763804517113737,-0.3903789177581659,1.3946279001783344,-2.0596449012254823,-1.8355961220221468,0
-0.7172107484753565,-0.04648290354421148,1.8578054803108506,-0.05478503789029025,3.3742140785631802,1.0493319868835937,-0.9772027368749611,0.8364287600177298,-1.1387595612188095,-0.43960441049746335,0
-4.315688367092384,0.19135696508198813,1.3428397279024404,-0.12399258709508235,3.3705532510429723,1.4328284449324957,-0.7035196305150949,0.5875253415432077,-1.0079207389147444,-0.3761148627817961,0
-2.5646765345811713,-0.38753364822161485,0.46388324303351075,-0.1923342000418049,-1.2080620447258354,-0.5611671292692104,-0.6116466991356704,0.37012066434279606,-0.31392522715120336,3.1405339798897347,0
-6.694426957627208,-0.3427965059905644,-1.4515830149759745,0.6692552308953454,0.19246777729881265,-0.09100208464713372,-0.1497853417955694,-0.15931329685742932,0.0791072468297024,-0.07491085497737518,1
23.31944761160596,-3.077043981380984,-2.7293640501345013,5.690185382718351,-3.973881342754789,5.4398213776274185,-4.961240271560213,-0.05909672631666279,-0.19267092863747864,-4.054835876612259,1
-5.35531281067517,-0.3151350428253618,-0.2573354481844644,-0.15665198228073418,-0.7254094428158986,0.23087644674025,1.2124029163848535,0.08315826808493135,0.21161935083574346,0.5126973033200803,0
-1.9773004776411698,-0.2604393054009749,3.1873897587048523,-2.5744061054996608,-2.1391628382679313,-0.3338069696985824,4.008377442333213,0.4008999099932531,0.4451770514451634,0.4930833232158985,0
-6.423974258248458,0.19817725254344518,-0.17118972720721254,0.8049053871316295,1.387925793824697,0.36603033364438037,0.5925649613228028,0.008133332969573493,0.11029262889501805,0.5752056155291796,0
-2.8069352639517136,-0.5141049959564215,0.680217615605958,-0.46320827898042477,-0.751363931752173,0.39725591134426047,1.6440737207937923,0.7319946943296267,-0.5122737685362899,0.39755982899722214,0
-2.99685930008152,0.5720803854030471,2.729260790634292,-1.4888913422400858,1.4422365459170587,1.3975737768140317,1.0586577093113003,1.2394920492398045,-1.6384476256223828,0.5697705887057049,0
-5.842191772393401,-0.45111784103517905,-0.5025400207406865,-0.4920029582989673,-0.3146897056972473,-0.18504487875990883,1.341934268237999,-0.15824396047003744,0.1712175250863907,0.08583016938457996,0
-6.981035459219731,-0.2547306120955493,-0.47012978137492845,-0.23526351636760195,0.5244665983634685,0.43357788182752927,0.6528227390399755,0.22143920759236682,-0.03361181095090088,0.19365816528658117,0
25.000325498861127,-4.6125108873502825,-8.684952644299749,2.1551016074534224,4.579662531787165,2.0528713192074637,1.8002706031092868,0.1955963046047742,-0.3344153064368284,-3.9827276237613267,1
1.3092312667057173,-0.13809922075097836,3.815276560184308,-4.305675945794313,2.929335062034448,1.7268523406887246,-4.594245216670366,-0.7201275221945117,-0.1909170033264703,-2.0899379974859786,0
-5.5044981621355955,-0.033582178943295134,-0.5400043394763133,-0.014835271249183393,1.2282652147927173,0.21940702927175704,0.2064014285943695,0.8557741613361592,0.10332083177509291,0.6028797870269607,0
